Name,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
Outros,Cat,Neutered Male,0.35,Domestic Longhair Mix,Outros
Outros,Dog,Neutered Male,0.00821917808219,Chihuahua Shorthair Mix,Outros
Outros,Dog,Spayed Female,0.0246575342466,Plott Hound Mix,Outros
Outros,Dog,Spayed Female,0.00821917808219,Pit Bull Mix,Outros
NA,Dog,Intact Female,0.0041095890411,Pit Bull Mix,Black/White
Outros,Cat,Spayed Female,0.2,Domestic Longhair Mix,Outros
Outros,Cat,Spayed Female,0.1,Domestic Medium Hair Mix,Outros
Chico,Dog,Neutered Male,0.25,Chihuahua Shorthair Mix,Outros
Outros,Cat,Intact Female,0.0123287671233,Domestic Shorthair Mix,Outros
NA,Cat,Intact Female,0.05,Domestic Medium Hair Mix,Outros
NA,Cat,Intact Female,0.00287671232877,Domestic Shorthair Mix,Black/White
NA,Dog,Intact Female,0.0123287671233,Pit Bull Mix,Outros
Lola,Dog,Spayed Female,0.0041095890411,Dachshund Mix,Outros
Outros,Dog,Spayed Female,0.25,Outros,White
Outros,Dog,Spayed Female,0.1,Miniature Schnauzer Mix,Outros
Outros,Cat,Neutered Male,0.45,Domestic Shorthair Mix,Orange Tabby
NA,Dog,Spayed Female,0.05,Outros,Brown/White
Outros,Dog,Spayed Female,0.0287671232877,Outros,Outros
Outros,Dog,Intact Female,0.55,Boxer Mix,White
Outros,Dog,Spayed Female,0.1,Outros,Brown/White
Outros,Dog,Neutered Male,0.0369863013699,Pit Bull Mix,Black/White
NA,Dog,Intact Female,0.00027397260274,Labrador Retriever Mix,Black/White
Outros,Cat,Neutered Male,0.0205479452055,Siamese Mix,Outros
Luna,Cat,Spayed Female,0.0246575342466,Domestic Shorthair Mix,Outros
Outros,Cat,Neutered Male,0.05,Domestic Shorthair Mix,Brown Tabby
Outros,Dog,Neutered Male,0.5,Labrador Retriever Mix,Outros
Outros,Cat,Spayed Female,0.0123287671233,Domestic Shorthair Mix,Outros
NA,Cat,Unknown,0.0123287671233,Domestic Shorthair Mix,Black
Outros,Cat,Intact Male,0.0041095890411,Domestic Shorthair Mix,Outros
NA,Cat,Intact Male,0.05,Domestic Shorthair Mix,Orange Tabby
Outros,Dog,Neutered Male,0.1,Pit Bull Mix,Outros
NA,Cat,Spayed Female,0.1,Domestic Shorthair Mix,Outros
Outros,Dog,Spayed Female,0.1,Dachshund Mix,Black/White
Outros,Cat,Spayed Female,0.4,Domestic Shorthair Mix,Outros
Outros,Cat,Neutered Male,0.0123287671233,Domestic Shorthair Mix,Black
Pepper,Cat,Spayed Female,0.00821917808219,Domestic Shorthair Mix,Brown Tabby
Outros,Dog,Neutered Male,0.1,Great Pyrenees Mix,Outros
Outros,Dog,Neutered Male,0.0205479452055,Catahoula Mix,Outros
Outros,Dog,Intact Male,0.5,Chihuahua Shorthair Mix,Outros
Outros,Cat,Neutered Male,0.0369863013699,Domestic Longhair Mix,Brown Tabby/White
Outros,Dog,Spayed Female,0.25,Outros,Tan/White
Outros,Cat,Neutered Male,0.35,Siamese Mix,Outros
Outros,Dog,Neutered Male,0.0287671232877,Labrador Retriever Mix,Outros
NA,Dog,Spayed Female,0.00821917808219,Outros,Outros
Outros,Dog,Intact Female,0.1,Chihuahua Shorthair,Outros
Princess,Dog,Intact Female,0.0164383561644,Chihuahua Shorthair,Outros
Outros,Dog,Neutered Male,0.4,Outros,Tan/White
NA,Cat,Intact Female,0.041095890411,Domestic Shorthair Mix,Brown Tabby
Outros,Dog,Spayed Female,0.041095890411,Pit Bull Mix,Black/White
Outros,Dog,Spayed Female,0.25,Pit Bull Mix,Outros
Outros,Dog,Spayed Female,0.05,Australian Shepherd Mix,Tan/White
Lucy,Dog,Spayed Female,0.1,Outros,Outros
NA,Cat,Intact Male,0.00287671232877,Domestic Shorthair Mix,Black
Outros,Cat,Spayed Female,0.00821917808219,Domestic Shorthair Mix,Outros
Outros,Dog,Spayed Female,0.15,Outros,Outros
Outros,Dog,Neutered Male,0.2,Pit Bull Mix,Outros
Outros,Dog,Spayed Female,0.65,Labrador Retriever Mix,Outros
Outros,Dog,Spayed Female,0.00821917808219,Outros,Outros
Outros,Dog,Neutered Male,0.4,Chihuahua Shorthair Mix,Outros
Outros,Dog,Neutered Male,0.35,Shih Tzu Mix,Outros
Outros,Cat,Intact Female,0.0041095890411,Domestic Longhair Mix,Outros
NA,Cat,Intact Female,0.0205479452055,Domestic Shorthair Mix,Outros
Outros,Dog,Spayed Female,0.6,Rat Terrier Mix,Outros
NA,Cat,Spayed Female,0.15,Siamese Mix,Outros
Outros,Dog,Neutered Male,0.0123287671233,Boxer Mix,Outros
Outros,Dog,Neutered Male,0.2,Outros,Black/White
Outros,Dog,Neutered Male,0.15,Chihuahua Shorthair Mix,Outros
Lucky,Dog,Intact Male,0.15,German Shepherd/Labrador Retriever,Outros
Outros,Cat,Neutered Male,0.00821917808219,Domestic Shorthair Mix,Brown Tabby/White
Outros,Dog,Intact Male,0.1,Pit Bull Mix,Outros
NA,Cat,Intact Female,0.35,Outros,Outros
Pepper,Dog,Neutered Male,0.1,Dachshund/Chihuahua Shorthair,Outros
Outros,Dog,Neutered Male,0.1,German Shepherd Mix,Outros
Outros,Cat,Spayed Female,0.00821917808219,Domestic Shorthair Mix,Orange Tabby
Outros,Dog,Spayed Female,0.1,Pit Bull Mix,Black/White
Outros,Dog,Spayed Female,0.15,Pit Bull Mix,Outros
Outros,Dog,Spayed Female,0.1,Pit Bull Mix,Outros
Outros,Dog,Spayed Female,0.15,Chihuahua Longhair Mix,Outros
Outros,Cat,Intact Male,0.0041095890411,Domestic Medium Hair Mix,Black
NA,Cat,Intact Female,0.1,Domestic Shorthair Mix,Brown Tabby
Outros,Cat,Spayed Female,0.05,Domestic Shorthair Mix,Black/White
Outros,Cat,Neutered Male,0.05,Domestic Shorthair Mix,Brown Tabby
Outros,Dog,Spayed Female,0.1,Outros,Outros
Outros,Cat,Spayed Female,0.0164383561644,Domestic Shorthair Mix,Brown Tabby/White
Outros,Dog,Neutered Male,0.05,Chihuahua Shorthair Mix,Outros
Outros,Cat,Neutered Male,0.25,Domestic Shorthair Mix,Orange Tabby
Outros,Dog,Neutered Male,0.1,Chihuahua Shorthair Mix,Outros
Outros,Cat,Spayed Female,0.00821917808219,Domestic Shorthair Mix,Brown Tabby
Outros,Dog,Spayed Female,0.1,German Shepherd Mix,Outros
Outros,Dog,Neutered Male,0.5,Labrador Retriever Mix,White
Outros,Dog,Neutered Male,0.45,Shih Tzu Mix,Outros
Lucy,Dog,Spayed Female,0.25,Australian Shepherd Mix,Outros
Outros,Cat,Spayed Female,0.00821917808219,Domestic Shorthair Mix,Brown Tabby/White
NA,Dog,Neutered Male,0.00821917808219,Plott Hound Mix,Outros
Outros,Dog,Spayed Female,0.1,Dachshund Mix,Outros
Oreo,Dog,Neutered Male,0.0123287671233,Labrador Retriever Mix,Black
Luna,Dog,Spayed Female,0.15,Catahoula Mix,Outros
NA,Cat,Spayed Female,0.00821917808219,Domestic Shorthair Mix,Outros
Outros,Dog,Neutered Male,0.25,Staffordshire Mix,Outros
NA,Dog,Spayed Female,0.05,Miniature Poodle Mix,White
Outros,Dog,Spayed Female,0.35,Outros,Outros
NA,Cat,Intact Female,0.0246575342466,Domestic Shorthair Mix,Outros
NA,Cat,Unknown,0.00287671232877,Domestic Shorthair Mix,Brown Tabby
NA,Dog,Spayed Female,0.1,Outros,Outros
Outros,Cat,Spayed Female,0.00821917808219,Domestic Shorthair Mix,Brown Tabby
Outros,Dog,Intact Female,0.2,Outros,Outros
Lucy,Dog,Spayed Female,0.05,Outros,Outros
Outros,Cat,Spayed Female,0.1,Outros,Outros
Outros,Dog,Spayed Female,0.2,Outros,Outros
Outros,Dog,Neutered Male,0.25,Chihuahua Shorthair Mix,Outros
Outros,Dog,Spayed Female,0.0041095890411,Outros,Outros
Outros,Cat,Spayed Female,0.05,Domestic Shorthair Mix,Outros
NA,Dog,Spayed Female,0.0328767123288,Rottweiler Mix,Outros
Outros,Dog,Spayed Female,0.1,Outros,Outros
Outros,Dog,Spayed Female,0.05,Pit Bull Mix,Outros
Outros,Dog,Neutered Male,0.1,Outros,Outros
NA,Dog,Spayed Female,0.0041095890411,Labrador Retriever Mix,Outros
Outros,Dog,Neutered Male,0.2,Pit Bull Mix,Outros
Outros,Dog,Spayed Female,0.0328767123288,Labrador Retriever Mix,Black/White
Oreo,Dog,Intact Female,0.05,Pit Bull Mix,Black/White
Outros,Dog,Spayed Female,0.5,Pit Bull Mix,Outros
Ruby,Dog,Spayed Female,0.5,Outros,Outros
NA,Dog,Spayed Female,0.00821917808219,Australian Cattle Dog Mix,Tricolor
Outros,Dog,Neutered Male,0.15,Black Mouth Cur Mix,Outros
Outros,Dog,Neutered Male,0.0369863013699,Outros,Outros
Outros,Dog,Neutered Male,0.0205479452055,Labrador Retriever Mix,Outros
NA,Cat,Spayed Female,0.00821917808219,Domestic Medium Hair Mix,Brown Tabby
Outros,Cat,Spayed Female,0.4,Domestic Shorthair Mix,Black/White
Outros,Cat,Neutered Male,0.0123287671233,Domestic Medium Hair Mix,Black
Outros,Dog,Intact Male,0.05,Yorkshire Terrier Mix,Tricolor
Outros,Dog,Spayed Female,0.1,Miniature Schnauzer Mix,Outros
Outros,Dog,Neutered Male,0.05,Chihuahua Shorthair Mix,Outros
NA,Cat,Unknown,0.05,Domestic Shorthair Mix,Black/White
Outros,Dog,Spayed Female,0.0246575342466,German Shepherd Mix,Outros
Outros,Dog,Neutered Male,0.45,Miniature Schnauzer Mix,White
Outros,Cat,Neutered Male,0.00821917808219,Domestic Shorthair Mix,Outros
Outros,Dog,Neutered Male,0.35,Outros,Outros
Outros,Dog,Neutered Male,0.05,Outros,Outros
Outros,Dog,Neutered Male,0.3,Rat Terrier Mix,Tricolor
Outros,Cat,Spayed Female,0.6,Domestic Shorthair Mix,Outros
Outros,Dog,Neutered Male,0.0287671232877,Outros,Outros
Outros,Dog,Spayed Female,0.3,Outros,White
Outros,Dog,Neutered Male,0.25,Chihuahua Shorthair Mix,Outros
Outros,Dog,Neutered Male,0.35,Outros,Tricolor
Chloe,Cat,Spayed Female,0.00821917808219,Domestic Shorthair Mix,Outros
Outros,Dog,Neutered Male,0.0328767123288,Labrador Retriever Mix,Black/White
Outros,Cat,Spayed Female,0.1,Domestic Shorthair Mix,Outros
Outros,Cat,Intact Male,0.0041095890411,Siamese Mix,Outros
NA,Dog,Intact Male,0.0041095890411,German Shepherd/Labrador Retriever,Black/White
Molly,Cat,Spayed Female,0.00821917808219,Domestic Shorthair Mix,Outros
Outros,Cat,Neutered Male,0.05,Domestic Shorthair,Black/White
NA,Dog,Intact Male,0.0041095890411,Outros,Black
NA,Dog,Neutered Male,0.0205479452055,Outros,Outros
Outros,Cat,Spayed Female,0.05,Domestic Shorthair Mix,Outros
Outros,Dog,Spayed Female,0.0123287671233,Chihuahua Shorthair Mix,Outros
Cooper,Dog,Neutered Male,0.041095890411,Outros,Brown/White
NA,Cat,Intact Female,0.0205479452055,Domestic Shorthair Mix,Brown Tabby
Outros,Dog,Spayed Female,0.0287671232877,Australian Kelpie Mix,Black
Outros,Cat,Intact Female,0.0041095890411,Domestic Shorthair Mix,Brown Tabby/White
Outros,Dog,Neutered Male,0.0205479452055,Rat Terrier Mix,Outros
NA,Cat,Intact Female,0.15,Domestic Shorthair Mix,Outros
NA,Dog,Neutered Male,0.0205479452055,Yorkshire Terrier Mix,Outros
Outros,Dog,Neutered Male,0.1,Pit Bull,Outros
NA,Cat,Spayed Female,0.00821917808219,Domestic Shorthair Mix,Orange Tabby
NA,Cat,Spayed Female,0.1,Domestic Shorthair Mix,Orange Tabby
Outros,Dog,Neutered Male,0.25,Labrador Retriever Mix,Outros
Outros,Cat,Spayed Female,0.00821917808219,Domestic Shorthair Mix,Brown Tabby
Outros,Cat,Spayed Female,0.0205479452055,Domestic Shorthair Mix,Black
Outros,Dog,Neutered Male,0.00821917808219,German Shepherd Mix,Tricolor
NA,Cat,Intact Male,0.0123287671233,Domestic Shorthair Mix,Outros
NA,Cat,Intact Female,0.05,Domestic Shorthair Mix,Outros
NA,Cat,Neutered Male,0.0205479452055,Domestic Shorthair Mix,Outros
NA,Cat,Intact Female,0.00191780821918,Domestic Shorthair Mix,Outros
Outros,Dog,Spayed Female,0.0041095890411,Anatol Shepherd Mix,Outros
Outros,Cat,Spayed Female,0.05,Domestic Longhair Mix,Brown Tabby
Outros,Cat,Intact Female,0.05,Domestic Shorthair Mix,Outros
Outros,Cat,Neutered Male,0.05,Domestic Shorthair Mix,Brown Tabby
Outros,Cat,Spayed Female,0.4,Domestic Shorthair Mix,Black
Outros,Cat,Neutered Male,0.041095890411,Siamese Mix,Outros
Outros,Cat,Neutered Male,0.00821917808219,Domestic Shorthair Mix,Brown Tabby
Outros,Dog,Spayed Female,0.0328767123288,Plott Hound Mix,Outros
Outros,Cat,Intact Female,0.00821917808219,Domestic Shorthair,Outros
NA,Cat,Unknown,0.00191780821918,Domestic Shorthair Mix,Outros
Outros,Dog,Spayed Female,0.2,Labrador Retriever,Black/White
Outros,Cat,Spayed Female,0.0123287671233,Domestic Shorthair Mix,Outros
NA,Cat,Neutered Male,0.05,Domestic Shorthair Mix,Brown Tabby/White
Outros,Dog,Neutered Male,0.2,Labrador Retriever Mix,Outros
NA,Cat,Neutered Male,0.0123287671233,Domestic Shorthair Mix,Outros
Outros,Dog,Intact Female,0.1,Outros,Outros
NA,Cat,Intact Female,0.0164383561644,Domestic Shorthair Mix,Black
Outros,Dog,Neutered Male,0.041095890411,Pit Bull Mix,Outros
NA,Cat,Intact Male,0.00287671232877,Domestic Shorthair Mix,White
Bella,Dog,Intact Female,0.0164383561644,German Shepherd Mix,Outros
Outros,Dog,Neutered Male,0.00821917808219,Outros,Outros
NA,Dog,Spayed Female,0.1,Chihuahua Shorthair Mix,Outros
Outros,Dog,Intact Male,0.0164383561644,Chihuahua Shorthair Mix,Outros
NA,Dog,Neutered Male,0.05,Miniature Poodle Mix,White
Outros,Dog,Spayed Female,0.15,Outros,Outros
Outros,Cat,Neutered Male,0.00821917808219,Domestic Shorthair Mix,Orange Tabby
Outros,Dog,Neutered Male,0.2,Chihuahua Shorthair Mix,Black/White
NA,Cat,Intact Male,0.00287671232877,Domestic Shorthair Mix,Outros
Outros,Dog,Neutered Male,0.05,Chihuahua Shorthair Mix,Outros
Outros,Cat,Spayed Female,0.0123287671233,Domestic Shorthair Mix,Black
Outros,Cat,Spayed Female,0.15,Domestic Shorthair Mix,Outros
Outros,Cat,Neutered Male,0.0328767123288,Domestic Shorthair Mix,Black/White
Buddy,Dog,Neutered Male,0.0287671232877,Chihuahua Shorthair Mix,Outros
Outros,Dog,Neutered Male,0.0452054794521,German Shepherd Mix,Black/White
Outros,Dog,Neutered Male,0.15,Outros,Outros
Buddy,Cat,Neutered Male,0.15,Siamese Mix,Outros
Outros,Dog,Neutered Male,0.05,Pit Bull Mix,Black/White
Outros,Dog,Spayed Female,0.05,Outros,Tan/White
Outros,Dog,Intact Male,0.25,Siberian Husky Mix,Outros
Outros,Dog,Neutered Male,0.15,Outros,Outros
Outros,Dog,Intact Male,0.1,Outros,Outros
Outros,Dog,Spayed Female,0.15,Chihuahua Shorthair Mix,Outros
Outros,Cat,Neutered Male,0.0205479452055,Domestic Shorthair Mix,Brown Tabby
Outros,Cat,Intact Male,0.00821917808219,Domestic Shorthair Mix,Outros
Chico,Dog,Neutered Male,0.15,Chihuahua Shorthair Mix,Outros
Outros,Dog,Neutered Male,0.05,Outros,Outros
Outros,Dog,Neutered Male,0.2,Golden Retriever Mix,Outros
Outros,Dog,Spayed Female,0.0164383561644,Outros,Tricolor
NA,Cat,Intact Female,0.05,Domestic Shorthair Mix,Outros
Max,Dog,Neutered Male,0.05,Outros,Outros
Outros,Cat,Spayed Female,0.0123287671233,Domestic Shorthair Mix,Outros
NA,Cat,Intact Male,0.0041095890411,Domestic Medium Hair Mix,Black
NA,Cat,Intact Female,0.0246575342466,Domestic Longhair Mix,Brown Tabby/White
Outros,Cat,Spayed Female,0.00821917808219,Domestic Shorthair Mix,Outros
Chico,Dog,Neutered Male,0.05,Pit Bull Mix,Outros
NA,Cat,Intact Male,0.0041095890411,Domestic Shorthair Mix,Brown Tabby
Shadow,Dog,Neutered Male,0.15,Labrador Retriever,Black
Outros,Dog,Neutered Male,0.05,Outros,Outros
Outros,Dog,Neutered Male,0.0246575342466,Pit Bull Mix,Outros
NA,Cat,Intact Male,0.00191780821918,Domestic Shorthair Mix,Black
Chico,Dog,Neutered Male,0.4,Miniature Poodle Mix,White
Outros,Dog,Spayed Female,0.05,Australian Shepherd Mix,Outros
NA,Cat,Intact Female,0.00287671232877,Domestic Shorthair Mix,Outros
Outros,Dog,Neutered Male,0.1,Outros,Outros
Outros,Cat,Spayed Female,0.1,Domestic Longhair Mix,Outros
NA,Cat,Unknown,0.00191780821918,Domestic Shorthair Mix,Black/White
Outros,Cat,Spayed Female,0.05,Domestic Shorthair Mix,Black
Outros,Dog,Spayed Female,0.15,Labrador Retriever Mix,Black
NA,Cat,Unknown,0.00013698630137,Domestic Shorthair Mix,Black
Outros,Cat,Spayed Female,0.00821917808219,Domestic Shorthair Mix,Outros
Outros,Dog,Neutered Male,0.55,Pit Bull Mix,Outros
Outros,Dog,Neutered Male,0.65,Boxer Mix,Outros
NA,Dog,Intact Female,0.00013698630137,Pit Bull Mix,Outros
NA,Dog,Spayed Female,0.4,Labrador Retriever/Pit Bull,Black/White
Outros,Cat,Spayed Female,0.00821917808219,Domestic Medium Hair Mix,Black/White
Molly,Dog,Spayed Female,0.1,Outros,Tricolor
Outros,Dog,Neutered Male,0.65,Jack Russell Terrier Mix,Outros
Outros,Dog,Spayed Female,0.1,Miniature Poodle Mix,White
NA,Dog,Spayed Female,0.00821917808219,Outros,Outros
Princess,Dog,Spayed Female,0.2,Chihuahua Shorthair Mix,Outros
NA,Cat,Unknown,0.00191780821918,Domestic Shorthair Mix,Outros
Outros,Dog,Spayed Female,0.0123287671233,Plott Hound Mix,Outros
Outros,Dog,Spayed Female,0.25,Outros,Outros
Outros,Dog,Spayed Female,0.0369863013699,German Shepherd Mix,Outros
Outros,Dog,Neutered Male,0.1,Outros,Brown/White
Outros,Dog,Spayed Female,0.041095890411,Pit Bull Mix,Outros
Toby,Dog,Neutered Male,0.041095890411,Outros,Tan/White
Outros,Dog,Spayed Female,0.3,Shih Tzu Mix,Tan/White
Outros,Dog,Neutered Male,0.0452054794521,Australian Cattle Dog Mix,Outros
Outros,Dog,Spayed Female,0.05,Labrador Retriever Mix,Black
Outros,Cat,Spayed Female,0.3,Domestic Shorthair Mix,Outros
Jake,Cat,Neutered Male,0.0205479452055,Domestic Shorthair Mix,Black
Outros,Cat,Spayed Female,0.00821917808219,Domestic Shorthair Mix,Outros
NA,Cat,Unknown,0.00287671232877,Domestic Shorthair Mix,Brown Tabby/White
Outros,Cat,Neutered Male,0.00821917808219,Domestic Shorthair Mix,Outros
NA,Cat,Unknown,0.00287671232877,Domestic Shorthair Mix,Brown Tabby
Outros,Dog,Spayed Female,0.1,Outros,Brown/White
NA,Dog,Neutered Male,0.0041095890411,German Shepherd/Labrador Retriever,Outros
Outros,Dog,Intact Female,0.05,Outros,White
Buster,Dog,Neutered Male,0.55,Boxer Mix,Outros
Outros,Dog,Spayed Female,0.45,Labrador Retriever Mix,Outros
NA,Dog,Neutered Male,0.0287671232877,Labrador Retriever,Outros
Outros,Dog,Neutered Male,0.1,German Shepherd Mix,Outros
Outros,Dog,Spayed Female,0.00821917808219,Golden Retriever Mix,Outros
Outros,Dog,Neutered Male,0.05,Chihuahua Shorthair Mix,White
Outros,Dog,Intact Female,0.0123287671233,Chihuahua Shorthair Mix,Black/White
Outros,Dog,Intact Female,0.0328767123288,Pit Bull Mix,Outros
Outros,Dog,Spayed Female,0.3,Outros,Outros
Outros,Dog,Spayed Female,0.15,Outros,Outros
Outros,Dog,Neutered Male,0.05,Chihuahua Shorthair Mix,Tan/White
Outros,Dog,Spayed Female,0.1,Outros,Black/White
Outros,Dog,Neutered Male,0.1,Pit Bull Mix,Outros
Outros,Dog,Neutered Male,0.1,Outros,Black/White
Lucy,Cat,Intact Female,0.0041095890411,Domestic Shorthair Mix,Outros
Outros,Cat,Spayed Female,0.85,Domestic Shorthair Mix,Outros
NA,Dog,Neutered Male,0.2,Outros,White
NA,Dog,Intact Female,0.45,Outros,Black
Outros,Dog,Neutered Male,0.0328767123288,Chihuahua Longhair Mix,Outros
Shadow,Cat,Spayed Female,0.0205479452055,Domestic Shorthair Mix,Black
Outros,Dog,Spayed Female,0.3,Pit Bull Mix,Outros
Marley,Dog,Neutered Male,0.041095890411,Labrador Retriever Mix,Outros
NA,Dog,Intact Male,0.000684931506849,American Bulldog Mix,Outros
Outros,Dog,Spayed Female,0.15,Rottweiler Mix,Outros
NA,Cat,Neutered Male,0.05,Domestic Shorthair Mix,Outros
Outros,Dog,Neutered Male,0.0164383561644,Outros,Outros
Outros,Dog,Spayed Female,0.1,Australian Shepherd Mix,Outros
NA,Dog,Spayed Female,0.0164383561644,Jack Russell Terrier Mix,Outros
Outros,Dog,Neutered Male,0.2,Outros,Black/White
NA,Cat,Intact Female,0.05,Domestic Shorthair Mix,Brown Tabby/White
Outros,Dog,Neutered Male,0.2,Labrador Retriever Mix,Black/White
Outros,Cat,Neutered Male,0.00821917808219,Domestic Medium Hair Mix,Outros
Outros,Dog,Intact Female,0.1,Pit Bull Mix,Outros
NA,Cat,Intact Female,0.0123287671233,Domestic Shorthair Mix,Brown Tabby/White
Outros,Dog,Spayed Female,0.1,Outros,Brown/White
Outros,Dog,Spayed Female,0.2,Outros,Outros
Outros,Cat,Neutered Male,0.0123287671233,Domestic Shorthair Mix,Black/White
NA,Cat,Unknown,0.0,Domestic Shorthair Mix,Outros
NA,Cat,Intact Male,0.0041095890411,Domestic Medium Hair Mix,Outros
Lily,Cat,Spayed Female,0.1,Domestic Shorthair Mix,Black/White
Outros,Cat,Neutered Male,0.0205479452055,Domestic Shorthair Mix,Brown Tabby
Charlie,Dog,Neutered Male,0.2,Chihuahua Shorthair Mix,Tan/White
Outros,Cat,Neutered Male,0.0328767123288,Domestic Medium Hair Mix,Outros
Sam,Cat,Intact Male,0.0041095890411,Domestic Shorthair Mix,Orange Tabby
Outros,Dog,Neutered Male,0.0452054794521,Outros,Black/White
Shadow,Dog,Neutered Male,0.05,Outros,Outros
Outros,Dog,Neutered Male,0.25,Outros,Outros
Outros,Dog,Intact Male,0.1,Pit Bull Mix,Black/White
Outros,Dog,Neutered Male,0.1,German Shepherd Mix,Outros
Outros,Cat,Neutered Male,0.00821917808219,Domestic Shorthair Mix,Outros
Ginger,Cat,Spayed Female,0.041095890411,Domestic Shorthair Mix,Brown Tabby
Outros,Dog,Spayed Female,0.1,Outros,Tan/White
Outros,Dog,Spayed Female,0.35,Outros,White
Outros,Dog,Spayed Female,0.1,Pit Bull Mix,Brown/White
NA,Cat,Intact Male,0.000958904109589,Domestic Shorthair Mix,Black
NA,Cat,Intact Male,0.0123287671233,Domestic Shorthair Mix,Black
NA,Cat,Intact Male,0.00027397260274,Domestic Shorthair,Outros
Outros,Dog,Neutered Male,0.00821917808219,Dachshund Mix,Outros
Rocky,Dog,Neutered Male,0.05,Chihuahua Shorthair Mix,Outros
Outros,Dog,Neutered Male,0.25,American Staffordshire Terrier Mix,Outros
Outros,Cat,Intact Female,0.0041095890411,Domestic Medium Hair Mix,Outros
NA,Cat,Intact Male,0.00013698630137,Domestic Shorthair Mix,Outros
NA,Cat,Spayed Female,0.0287671232877,Domestic Medium Hair Mix,Brown Tabby
Zeus,Dog,Intact Male,0.0452054794521,Staffordshire Mix,Outros
Outros,Cat,Spayed Female,0.7,Domestic Shorthair Mix,Outros
Rocky,Dog,Spayed Female,0.0369863013699,Outros,Outros
NA,Cat,Unknown,0.000821917808219,Domestic Shorthair Mix,Black/White
Outros,Cat,Neutered Male,0.00821917808219,Domestic Shorthair Mix,Outros
Outros,Cat,Spayed Female,0.0164383561644,Domestic Shorthair,Outros
NA,Dog,Neutered Male,0.1,Chihuahua Shorthair Mix,Outros
Outros,Dog,Spayed Female,0.25,Labrador Retriever Mix,Outros
NA,Dog,Spayed Female,0.05,Outros,Black/White
Outros,Cat,Neutered Male,0.0164383561644,Domestic Medium Hair Mix,Brown Tabby/White
Outros,Dog,Neutered Male,0.6,Rottweiler Mix,Outros
Outros,Dog,Neutered Male,0.0041095890411,Outros,Outros
NA,Dog,Intact Male,0.00821917808219,Pit Bull Mix,Outros
Outros,Dog,Spayed Female,0.05,Outros,Outros
NA,Dog,Spayed Female,0.2,Outros,Outros
NA,Dog,Neutered Male,0.15,Outros,Outros
Bella,Dog,Intact Female,0.05,American Pit Bull Terrier Mix,Outros
NA,Dog,Neutered Male,0.00821917808219,Labrador Retriever Mix,Outros
Outros,Dog,Neutered Male,0.05,Pit Bull Mix,Outros
Outros,Dog,Spayed Female,0.0164383561644,Chihuahua Shorthair Mix,Outros
NA,Dog,Neutered Male,0.05,Dachshund/Chihuahua Shorthair,Outros
Outros,Cat,Neutered Male,0.00821917808219,Domestic Shorthair Mix,Brown Tabby/White
NA,Dog,Intact Male,0.00027397260274,Pit Bull Mix,Outros
NA,Cat,Intact Female,0.00383561643836,Domestic Shorthair Mix,Black
NA,Cat,Unknown,0.000684931506849,Siamese Mix,White
NA,Dog,Intact Male,0.0041095890411,Pit Bull Mix,Outros
Outros,Dog,Spayed Female,0.00821917808219,Labrador Retriever/Pit Bull,Outros
Bear,Dog,Neutered Male,0.2,American Bulldog Mix,Black/White
Outros,Cat,Spayed Female,0.05,Domestic Shorthair Mix,Outros
NA,Dog,Intact Female,0.2,Pit Bull Mix,Outros
NA,Cat,Spayed Female,0.5,Domestic Shorthair Mix,Orange Tabby
Outros,Dog,Neutered Male,0.1,Pit Bull Mix,Brown/White
NA,Cat,Unknown,0.00191780821918,Domestic Shorthair Mix,Orange Tabby
Riley,Dog,Spayed Female,0.0246575342466,Labrador Retriever Mix,Brown/White
Outros,Cat,Neutered Male,0.1,Domestic Shorthair Mix,Brown Tabby
NA,Dog,Intact Male,0.0205479452055,Outros,Outros
Outros,Cat,Spayed Female,0.05,Domestic Shorthair Mix,Black
Outros,Dog,Intact Female,0.35,Dachshund Mix,Outros
NA,Cat,Intact Female,0.041095890411,Domestic Shorthair Mix,Outros
Outros,Cat,Intact Female,0.00821917808219,Domestic Shorthair Mix,Outros
Outros,Dog,Neutered Male,0.05,Catahoula Mix,Outros
Charlie,Dog,Neutered Male,0.0287671232877,Chihuahua Shorthair Mix,Outros
Outros,Cat,Intact Female,0.00287671232877,Domestic Shorthair Mix,Outros
Outros,Dog,Neutered Male,0.15,Chihuahua Shorthair Mix,Outros
Outros,Dog,Neutered Male,0.35,Outros,Outros
NA,Cat,Intact Female,0.00191780821918,Domestic Shorthair Mix,Outros
NA,Cat,Unknown,0.000958904109589,Domestic Shorthair Mix,Black/White
Outros,Dog,Spayed Female,0.00821917808219,Chihuahua Shorthair Mix,White
NA,Dog,Spayed Female,0.00821917808219,Catahoula Mix,Tricolor
NA,Cat,Intact Male,0.00287671232877,Domestic Shorthair Mix,Brown Tabby
NA,Dog,Intact Female,0.6,Outros,Black/White
Peanut,Cat,Neutered Male,0.2,Domestic Shorthair Mix,Outros
Outros,Cat,Neutered Male,0.35,Domestic Shorthair Mix,Brown Tabby/White
Outros,Cat,Neutered Male,0.25,Domestic Shorthair Mix,Brown Tabby
Outros,Dog,Neutered Male,0.05,Rat Terrier Mix,Tricolor
Outros,Cat,Spayed Female,0.00821917808219,Domestic Shorthair Mix,Black
Outros,Dog,Neutered Male,0.45,Outros,White
